2022-02-22 07:53:50 ERROR business-4-7 c.w.a.s.h.ServerProcessHandler /192.168.2.205:48241 -> [异常]原因：远程主机强迫关闭了一个现有的连接。
2022-02-22 07:53:50 INFO  business-4-3 c.w.a.s.h.ServerProcessHandler /192.168.2.205:48241 !- [断开连接]
2022-02-22 08:11:50 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:11:22 GMT 02/22/2022;)
2022-02-22 08:11:50 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:12:10 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:11:42 GMT 02/22/2022;)
2022-02-22 08:12:10 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:12:30 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:12:02 GMT 02/22/2022;)
2022-02-22 08:12:30 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:12:50 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:12:22 GMT 02/22/2022;)
2022-02-22 08:12:50 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:13:10 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:12:42 GMT 02/22/2022;)
2022-02-22 08:13:10 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:13:30 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:13:02 GMT 02/22/2022;)
2022-02-22 08:13:30 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:13:50 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:13:22 GMT 02/22/2022;)
2022-02-22 08:13:50 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:14:10 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:13:42 GMT 02/22/2022;)
2022-02-22 08:14:10 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:14:30 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:14:02 GMT 02/22/2022;)
2022-02-22 08:14:30 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:14:50 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:14:22 GMT 02/22/2022;)
2022-02-22 08:14:50 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:14:52 INFO  worker-3-3 c.w.a.common.Message [decode]type=1065,length=0078,CommonOperation(context=1060;002538;7;20;7;24;200;08:14:23 GMT 02/22/2022;00:06:8E:02:CE:15^)
2022-02-22 08:14:52 INFO  worker-3-3 c.w.a.common.Message [encode]0067;0010;
2022-02-22 08:15:10 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:14:42 GMT 02/22/2022;)
2022-02-22 08:15:10 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:15:30 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:15:02 GMT 02/22/2022;)
2022-02-22 08:15:30 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:15:51 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:15:22 GMT 02/22/2022;)
2022-02-22 08:15:51 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:16:11 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:15:42 GMT 02/22/2022;)
2022-02-22 08:16:11 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:16:31 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:16:02 GMT 02/22/2022;)
2022-02-22 08:16:31 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:16:51 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:16:22 GMT 02/22/2022;)
2022-02-22 08:16:51 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:17:11 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:16:42 GMT 02/22/2022;)
2022-02-22 08:17:11 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:17:31 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:17:02 GMT 02/22/2022;)
2022-02-22 08:17:31 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:17:51 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:17:22 GMT 02/22/2022;)
2022-02-22 08:17:51 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:18:11 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:17:42 GMT 02/22/2022;)
2022-02-22 08:18:11 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:18:31 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:18:02 GMT 02/22/2022;)
2022-02-22 08:18:31 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:18:51 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:18:22 GMT 02/22/2022;)
2022-02-22 08:18:51 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:19:11 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:18:42 GMT 02/22/2022;)
2022-02-22 08:19:11 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:19:31 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:19:02 GMT 02/22/2022;)
2022-02-22 08:19:31 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:19:51 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:19:22 GMT 02/22/2022;)
2022-02-22 08:19:51 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:20:11 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:19:42 GMT 02/22/2022;)
2022-02-22 08:20:11 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:20:31 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:20:02 GMT 02/22/2022;)
2022-02-22 08:20:31 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:20:51 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:20:22 GMT 02/22/2022;)
2022-02-22 08:20:51 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:21:11 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:20:42 GMT 02/22/2022;)
2022-02-22 08:21:11 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:21:31 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:21:02 GMT 02/22/2022;)
2022-02-22 08:21:31 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:21:51 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:21:22 GMT 02/22/2022;)
2022-02-22 08:21:51 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:22:11 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:21:42 GMT 02/22/2022;)
2022-02-22 08:22:11 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:22:31 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:22:02 GMT 02/22/2022;)
2022-02-22 08:22:31 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:22:51 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:22:22 GMT 02/22/2022;)
2022-02-22 08:22:51 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:23:11 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:22:42 GMT 02/22/2022;)
2022-02-22 08:23:11 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:23:31 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:23:02 GMT 02/22/2022;)
2022-02-22 08:23:31 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:23:51 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:23:22 GMT 02/22/2022;)
2022-02-22 08:23:51 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:24:11 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:23:42 GMT 02/22/2022;)
2022-02-22 08:24:11 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:24:31 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:24:02 GMT 02/22/2022;)
2022-02-22 08:24:31 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:24:51 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:24:22 GMT 02/22/2022;)
2022-02-22 08:24:51 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:24:52 INFO  worker-3-3 c.w.a.common.Message [decode]type=1065,length=0078,CommonOperation(context=1060;002539;7;20;7;24;200;08:24:23 GMT 02/22/2022;00:06:8E:02:CE:15^)
2022-02-22 08:24:52 INFO  worker-3-3 c.w.a.common.Message [encode]0067;0010;
2022-02-22 08:25:11 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:24:42 GMT 02/22/2022;)
2022-02-22 08:25:11 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:25:31 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:25:02 GMT 02/22/2022;)
2022-02-22 08:25:31 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:25:51 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:25:22 GMT 02/22/2022;)
2022-02-22 08:25:51 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:26:11 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:25:42 GMT 02/22/2022;)
2022-02-22 08:26:11 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:26:31 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:26:02 GMT 02/22/2022;)
2022-02-22 08:26:31 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:26:51 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:26:22 GMT 02/22/2022;)
2022-02-22 08:26:51 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:27:11 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:26:42 GMT 02/22/2022;)
2022-02-22 08:27:11 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:27:31 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:27:02 GMT 02/22/2022;)
2022-02-22 08:27:31 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:27:51 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:27:22 GMT 02/22/2022;)
2022-02-22 08:27:51 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:28:11 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:27:42 GMT 02/22/2022;)
2022-02-22 08:28:11 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:28:31 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:28:02 GMT 02/22/2022;)
2022-02-22 08:28:31 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:28:51 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:28:22 GMT 02/22/2022;)
2022-02-22 08:28:51 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:29:11 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:28:42 GMT 02/22/2022;)
2022-02-22 08:29:11 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:29:31 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:29:02 GMT 02/22/2022;)
2022-02-22 08:29:31 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:29:51 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:29:22 GMT 02/22/2022;)
2022-02-22 08:29:51 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:30:11 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:29:42 GMT 02/22/2022;)
2022-02-22 08:30:11 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:30:31 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:30:02 GMT 02/22/2022;)
2022-02-22 08:30:31 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:30:51 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:30:22 GMT 02/22/2022;)
2022-02-22 08:30:51 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:31:11 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:30:42 GMT 02/22/2022;)
2022-02-22 08:31:11 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:31:31 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:31:02 GMT 02/22/2022;)
2022-02-22 08:31:31 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:31:51 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:31:22 GMT 02/22/2022;)
2022-02-22 08:31:51 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:32:11 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:31:42 GMT 02/22/2022;)
2022-02-22 08:32:11 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:32:31 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:32:03 GMT 02/22/2022;)
2022-02-22 08:32:31 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:32:51 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:32:23 GMT 02/22/2022;)
2022-02-22 08:32:51 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:33:11 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:32:43 GMT 02/22/2022;)
2022-02-22 08:33:11 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:33:31 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:33:03 GMT 02/22/2022;)
2022-02-22 08:33:31 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:33:51 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:33:23 GMT 02/22/2022;)
2022-02-22 08:33:51 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:34:11 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:33:43 GMT 02/22/2022;)
2022-02-22 08:34:11 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:34:31 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:34:03 GMT 02/22/2022;)
2022-02-22 08:34:31 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:34:51 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:34:23 GMT 02/22/2022;)
2022-02-22 08:34:51 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:34:52 INFO  worker-3-3 c.w.a.common.Message [decode]type=1065,length=0078,CommonOperation(context=1060;002540;7;20;7;24;200;08:34:23 GMT 02/22/2022;00:06:8E:02:CE:15^)
2022-02-22 08:34:52 INFO  worker-3-3 c.w.a.common.Message [encode]0067;0010;
2022-02-22 08:35:11 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:34:43 GMT 02/22/2022;)
2022-02-22 08:35:11 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:35:31 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:35:03 GMT 02/22/2022;)
2022-02-22 08:35:31 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:35:51 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:35:23 GMT 02/22/2022;)
2022-02-22 08:35:51 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:36:11 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:35:43 GMT 02/22/2022;)
2022-02-22 08:36:11 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:36:31 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:36:03 GMT 02/22/2022;)
2022-02-22 08:36:31 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:36:51 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:36:23 GMT 02/22/2022;)
2022-02-22 08:36:51 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:37:11 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:36:43 GMT 02/22/2022;)
2022-02-22 08:37:11 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:37:31 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:37:03 GMT 02/22/2022;)
2022-02-22 08:37:31 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:37:51 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:37:23 GMT 02/22/2022;)
2022-02-22 08:37:51 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:38:11 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:37:43 GMT 02/22/2022;)
2022-02-22 08:38:11 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:38:31 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:38:03 GMT 02/22/2022;)
2022-02-22 08:38:31 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:38:51 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:38:23 GMT 02/22/2022;)
2022-02-22 08:38:51 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:39:11 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:38:43 GMT 02/22/2022;)
